year,field,genarea,n,first,last,range,ord,alpha
1941,American Civilization,Social Sciences,1,1941,1954,13,1941.9616558925907,1
1954,American Civilization,Social Sciences,1,1941,1954,13,1941.9616558925907,0.1
1920,Anatomy,Natural Sciences,7,1908,1988,80,1908.978562904028,0.8
1922,Anatomy,Natural Sciences,6,1908,1988,80,1908.978562904028,0.8
1926,Slavic Languages,Humanities,14,1902,1995,93,1902.9820437593237,0.8
1920,Anthropology,Social Sciences,15,1902,2011,109,1902.99,0.8
1927,Anthropology,Social Sciences,12,1902,2011,109,1902.99,0.8
1931,Anthropology,Social Sciences,19,1902,2011,109,1902.99,0.8
1940,Slavic Languages,Humanities,18,1902,1995,93,1902.9820437593237,0.8
1941,Slavic Languages,Humanities,16,1902,1995,93,1902.9820437593237,0.8
1950,Slavic Languages,Humanities,63,1902,1995,93,1902.9820437593237,0.8
1955,Anthropology,Social Sciences,48,1902,2011,109,1902.99,0.8
1958,Slavic Languages and Literatures?,Humanities,57,1952,2011,59,1952.99,0.8
1977,Engineering,Engineering,66,1948,2011,63,1948.99,0.8
1977,Slavic Languages and Literatures?,Humanities,70,1952,2011,59,1952.99,0.8
1974,Anthropology,Social Sciences,57,1902,2011,109,1902.99,0.8
1979,Slavic Languages and Literatures?,Humanities,70,1952,2011,59,1952.99,0.8
1984,Slavic Languages and Literatures?,Humanities,53,1952,2011,59,1952.99,0.8
1986,Anthropology,Social Sciences,73,1902,2011,109,1902.99,0.8
1989,Anthropology,Social Sciences,73,1902,2011,109,1902.99,0.8
1976,Social and Administrative Health Sciences,Professional,130,1975,1992,17,1975.9805519641968,0.8
2003,Anthropology,Social Sciences,6,1902,2011,109,1902.99,0.8
1900,Architecture,Professional,32,1900,2011,111,1900.99,1
1945,Social Welfare,Professional,23,1939,2011,72,1939.99,0.8
1902,Architecture,Professional,29,1900,2011,111,1900.99,0.8
1921,Architecture,Professional,7,1900,2011,111,1900.99,0.8
1924,Architecture,Professional,14,1900,2011,111,1900.99,0.8
1935,Architecture,Professional,24,1900,2011,111,1900.99,0.8
1952,Architecture,Professional,32,1900,2011,111,1900.99,0.8
1956,Architecture,Professional,37,1900,2011,111,1900.99,0.8
1961,Architecture,Professional,32,1900,2011,111,1900.99,0.8
1962,Architecture,Professional,37,1900,2011,111,1900.99,0.8
1979,Architecture,Professional,7,1900,2011,111,1900.99,0.8
1986,Architecture,Professional,68,1900,2011,111,1900.99,0.8
1980,Sociology,Social Sciences,58,1950,2011,61,1950.99,0.8
2005,Architecture,Professional,15,1900,2011,111,1900.99,0.8
1992,Sociology,Social Sciences,5,1950,2011,61,1950.99,0.8
1993,Sociology,Social Sciences,2,1950,2011,61,1950.99,0.8
1951,Art,Humanities,42,1923,1971,48,1923.9701093983092,0.8
1989,Asian American Studies,Humanities,25,1978,2009,31,1978.9890054699156,0.8
1956,Soils and Plant Nutrition,Professional,26,1954,1975,21,1954.9720984584783,0.8
1932,Astronomy,Natural Sciences,22,1900,2011,111,1900.99,0.8
1976,South and Southeast Asian Studies,Humanities,32,1975,2011,36,1975.99,0.8
1989,Astronomy,Natural Sciences,32,1900,2011,111,1900.99,0.8
2005,Astronomy,Natural Sciences,41,1900,2011,111,1900.99,0.8
1932,Bacteriology,Natural Sciences,7,1924,1977,53,1924.973092988563,0.8
1964,Bacteriology,Natural Sciences,22,1924,1977,53,1924.973092988563,0.8
1976,Bacteriology and Immunology,Natural Sciences,28,1965,1978,13,1965.9735902536052,0.3
1984,Biology,Natural Sciences,21,1966,1991,25,1966.9800546991546,0.8
1950,Spanish and Portuguese,Humanities,34,1931,2011,80,1931.99,0.8
2009,Film,Humanities,35,1976,2009,33,1976.9890054699156,0.1
1952,Food Technology,Professional,8,1951,1961,10,1951.9651367478866,0.8
1961,Botany,Natural Sciences,22,1900,1988,88,1900.978562904028,0.8
1961,Speech,Professional,32,1946,1968,22,1946.9686176031826,0.8
1948,Business Administration,Professional,55,1942,2011,69,1942.99,0.8
1983,French,Humanities,68,1918,2011,93,1918.99,0.8
1963,Business Administration,Professional,97,1942,2011,69,1942.99,0.8
1976,Statistics,Natural Sciences,58,1954,2011,57,1954.99,0.8
1979,Statistics,Natural Sciences,62,1954,2011,57,1954.99,0.8
1980,Statistics,Natural Sciences,59,1954,2011,57,1954.99,0.8
1967,Business Administration,Professional,115,1942,2011,69,1942.99,0.8
1969,Business Administration,Professional,121,1942,2011,69,1942.99,0.8
1971,Business Administration,Professional,114,1942,2011,69,1942.99,0.8
1992,Statistics,Natural Sciences,32,1954,2011,57,1954.99,0.8
1997,Statistics,Natural Sciences,34,1954,2011,57,1954.99,0.8
2011,Statistics,Natural Sciences,41,1954,2011,57,1954.99,0.8
1993,Celtic Studies,Humanities,7,1990,2011,21,1990.99,0.8
1983,Zoology,Natural Sciences,79,1900,1988,88,1900.978562904028,0.6
1981,Chemical Engineering,Engineering,23,1956,2011,55,1956.99,0.8
1989,Chemical Engineering,Engineering,36,1956,2011,55,1956.99,0.8
1911,Chemistry,Natural Sciences,23,1900,2007,107,1900.988010939831,0.8
1963,Chemistry,Natural Sciences,50,1900,2007,107,1900.988010939831,0.8
1975,Chemistry,Natural Sciences,61,1900,2007,107,1900.988010939831,0.8
1962,City and Regional Planning,Professional,19,1948,2011,63,1948.99,0.8
1991,City and Regional Planning,Professional,56,1948,2011,63,1948.99,0.8
1992,City and Regional Planning,Professional,57,1948,2011,63,1948.99,0.8
1995,City and Regional Planning,Professional,71,1948,2011,63,1948.99,0.8
2011,German,Humanities,106,1900,2011,111,1900.99,0.8
1919,Civil Engineering,Engineering,33,1900,1995,95,1900.9820437593237,0.8
1921,Civil Engineering,Engineering,33,1900,1995,95,1900.9820437593237,0.8
1936,Civil Engineering,Engineering,34,1900,1995,95,1900.9820437593237,0.8
1942,Civil Engineering,Engineering,37,1900,1995,95,1900.9820437593237,0.8
1981,Civil Engineering,Engineering,226,1900,1995,95,1900.9820437593237,0.8
1984,Civil Engineering,Engineering,147,1900,1995,95,1900.9820437593237,0.8
1985,Civil Engineering,Engineering,152,1900,1995,95,1900.9820437593237,0.8
1984,Physical Education,Education,47,1943,2011,68,1943.99,0.8
1985,Physical Education,Education,54,1943,2011,68,1943.99,0.8
1992,Civil Engineering,Engineering,153,1900,1995,95,1900.9820437593237,0.4
1957,Classics,Humanities,50,1938,2011,73,1938.99,0.8
2007,Classics,Humanities,58,1938,2011,73,1938.99,0.8
1958,Comparative Literature,Humanities,6,1947,2011,64,1947.99,0.8
1986,Comparative Literature,Humanities,43,1947,2011,64,1947.99,0.8
1984,Composition,Humanities,5,1975,1992,17,1975.9805519641968,0.8
1985,Composition,Humanities,6,1975,1992,17,1975.9805519641968,0.8
1986,Computer Science,Natural Sciences,86,1968,2005,37,1968.9870164097465,0.8
1953,Criminology,Social Sciences,27,1949,1975,26,1949.9720984584783,0.8
1975,Criminology,Social Sciences,18,1949,1975,26,1949.9720984584783,0.1
1945,Decorative Art,Humanities,13,1939,1964,25,1939.9666285430135,0.8
1958,Decorative Art,Humanities,27,1939,1964,25,1939.9666285430135,0.8
1961,Decorative Art,Humanities,26,1939,1964,25,1939.9666285430135,0.4
1980,International Education,Humanities,14,1974,1987,13,1974.9780656389855,0.8
1970,Dramatic Art,Humanities,40,1942,1994,52,1942.9815464942815,0.8
2007,East Asian Languages and Cultures,Humanities,110,2001,2011,10,2001.99,0.8
1957,Journalism,Professional,26,1940,2011,71,1940.99,0.8
1983,Journalism,Professional,39,1940,2011,71,1940.99,0.8
1928,Jurisprudence,Professional,44,1900,1949,49,1900.9591695673794,0.8
1941,Jurisprudence,Professional,48,1900,1949,49,1900.9591695673794,0.8
1949,Jurisprudence,Professional,58,1900,1949,49,1900.9591695673794,0.1
1941,Economics,Social Sciences,71,1902,2011,109,1902.99,0.8
1951,Economics,Social Sciences,59,1902,2011,109,1902.99,0.8
1948,Psychology,Social Sciences,66,1922,2011,89,1922.99,0.8
1970,Landscape Architecture,Professional,42,1949,1995,46,1949.9820437593237,0.8
2009,Economics,Social Sciences,59,1902,2011,109,1902.99,0.8
1900,Education,Education,14,1900,2011,111,1900.99,1
1984,Psychology,Social Sciences,75,1922,2011,89,1922.99,0.8
1932,Education,Education,17,1900,2011,111,1900.99,0.8
1950,Education,Education,100,1900,2011,111,1900.99,0.8
1927,Librarianship,Professional,13,1926,1978,52,1926.9735902536052,0.8
1948,Librarianship,Professional,28,1926,1978,52,1926.9735902536052,0.8
1955,Librarianship,Professional,27,1926,1978,52,1926.9735902536052,0.8
1969,Education,Education,145,1900,2011,111,1900.99,0.8
1970,Librarianship,Professional,17,1926,1978,52,1926.9735902536052,0.8
1986,Public Health,Professional,8,1937,2011,74,1937.99,0.8
1986,Education,Education,132,1900,2011,111,1900.99,0.8
2005,Management,Professional,149,1986,2011,25,1986.99,0.8
2009,Management,Professional,143,1986,2011,25,1986.99,0.8
1950,Engineering,Engineering,255,1948,2011,63,1948.99,0.8
1968,Mathematics,Natural Sciences,66,1900,2011,111,1900.99,0.8
1992,Mathematics,Natural Sciences,55,1900,2011,111,1900.99,0.8
1991,Engineering,Engineering,5,1948,2011,63,1948.99,0.8
2005,Mathematics,Natural Sciences,69,1900,2011,111,1900.99,0.8
1921,English,Humanities,57,1900,2011,111,1900.99,0.8
1924,English,Humanities,29,1900,2011,111,1900.99,0.8
1952,English,Humanities,49,1900,2011,111,1900.99,0.8
1957,English,Humanities,88,1900,2011,111,1900.99,0.8
1988,Middle Eastern Studies,Humanities,5,1988,1993,5,1988.9810492292393,1
1988,Mineral Engineering,Engineering,58,1986,1999,13,1986.9840328194928,0.8
1994,English,Humanities,68,1900,2011,111,1900.99,0.8
1997,English,Humanities,7,1900,2011,111,1900.99,0.8
2011,English,Humanities,3,1900,2011,111,1900.99,0.8
1951,Entomology and Parisitology,Natural Sciences,30,1951,1971,20,1951.9701093983092,1
1955,Entomology and Parisitology,Natural Sciences,34,1951,1971,20,1951.9701093983092,0.8
1958,Entomology and Parisitology,Natural Sciences,31,1951,1971,20,1951.9701093983092,0.8
1962,Entomology and Parisitology,Natural Sciences,27,1951,1971,20,1951.9701093983092,0.8
1969,Environmental Design,Professional,14,1968,1989,21,1968.9790601690702,0.8
1978,Environmental Design,Professional,15,1968,1989,21,1968.9790601690702,0.8
1990,Environmental Health Sciences,Professional,73,1986,2011,25,1986.99,0.8
1973,Ethnic Studies,Humanities,43,1973,2011,38,1973.99,1
1991,Ethnic Studies,Humanities,38,1973,2011,38,1973.99,0.8
2005,Film,Humanities,26,1976,2009,33,1976.9890054699156,0.5
1986,Music,Humanities,56,1906,2011,105,1906.99,0.8
1926,French,Humanities,16,1918,2011,93,1918.99,0.8
1936,French,Humanities,29,1918,2011,93,1918.99,0.8
1984,Native American Studies,Humanities,76,1975,2011,36,1975.99,0.8
2003,Native American Studies,Humanities,19,1975,2011,36,1975.99,0.8
1967,French,Humanities,47,1918,2011,93,1918.99,0.8
1967,Near Eastern Languages,Humanities,60,1946,1971,25,1946.9701093983092,0.5
1936,Geography,Social Sciences,20,1900,2011,111,1900.99,0.8
1993,Near Eastern Studies,Humanities,5,1973,2011,38,1973.99,0.8
1963,Geography,Social Sciences,41,1900,2011,111,1900.99,0.8
1958,Nursing,Professional,34,1940,1958,18,1940.9636449527598,0.1
1922,Geological Sciences,Natural Sciences,27,1921,1953,32,1921.9611586275485,0.8
1911,Geology,Natural Sciences,12,1900,1962,62,1900.9656340129288,0.8
1994,Optometry,Professional,71,1929,2011,82,1929.99,0.8
1926,Oriental Languages,Humanities,16,1901,1991,90,1901.9800546991546,0.8
1913,German,Humanities,3,1900,2011,111,1900.99,0.8
1934,German,Humanities,31,1900,2011,111,1900.99,0.8
1978,Oriental Languages,Humanities,51,1901,1991,90,1901.9800546991546,0.8
1976,German,Humanities,106,1900,2011,111,1900.99,0.8
1915,Philosophy,Humanities,20,1900,2011,111,1900.99,0.8
1964,Philosophy,Humanities,48,1900,2011,111,1900.99,0.8
1921,Greek,Humanities,23,1900,1937,37,1900.9532023868721,0.8
1922,Greek,Humanities,24,1900,1937,37,1900.9532023868721,0.8
1924,Greek,Humanities,24,1900,1937,37,1900.9532023868721,0.8
1936,Greek,Humanities,16,1900,1937,37,1900.9532023868721,0.2
1981,Philosophy,Humanities,41,1900,2011,111,1900.99,0.8
1906,History,Social Sciences,28,1903,2011,108,1903.99,0.8
1986,Philosophy,Humanities,49,1900,2011,111,1900.99,0.8
1930,History,Social Sciences,6,1903,2011,108,1903.99,0.8
1935,History,Social Sciences,47,1903,2011,108,1903.99,0.8
1945,History,Social Sciences,57,1903,2011,108,1903.99,0.8
1950,History,Social Sciences,81,1903,2011,108,1903.99,0.8
1947,Physical Education,Education,38,1943,2011,68,1943.99,0.8
1948,Physical Education,Education,44,1943,2011,68,1943.99,0.8
1952,History,Social Sciences,84,1903,2011,108,1903.99,0.8
1956,Physical Education,Education,41,1943,2011,68,1943.99,0.8
1921,Physical Education for Women,Education,30,1914,1942,28,1914.9556887120837,0.8
1927,Physical Education for Women,Education,32,1914,1942,28,1914.9556887120837,0.8
1928,Physical Education for Women,Education,32,1914,1942,28,1914.9556887120837,0.8
1987,History,Social Sciences,2,1903,2011,108,1903.99,0.8
1953,Physics,Natural Sciences,56,1900,2011,111,1900.99,0.8
1906,Physiology,Natural Sciences,5,1903,1964,61,1903.9666285430135,0.8
1918,Physiology,Natural Sciences,10,1903,1964,61,1903.9666285430135,0.8
1922,Physiology,Natural Sciences,8,1903,1964,61,1903.9666285430135,0.8
1918,Home Economics,Social Sciences,24,1916,1956,40,1916.9626504226753,0.8
1923,Household Art,Humanities,15,1920,1938,18,1920.9536996519146,0.8
1925,Household Art,Humanities,10,1920,1938,18,1920.9536996519146,0.8
1943,Hygeine,Professional,13,1906,1943,37,1906.9561859771259,0.1
2009,Planning,Professional,197,1976,2011,35,1976.99,0.8
1986,Industrial Engineering and Operations Research,Engineering,83,1971,2011,40,1971.99,0.8
1999,Industrial Engineering and Operations Research,Engineering,36,1971,2011,40,1971.99,0.8
2007,Industrial Engineering and Operations Research,Engineering,42,1971,2011,40,1971.99,0.8
1997,Infectious Diseases,Professional,41,1997,1997,0,1997.9830382894083,1
1999,Integrative Biology,Natural Sciences,102,1990,2011,21,1990.99,0.8
1935,Italian,Humanities,14,1919,1994,75,1919.9815464942815,0.8
1952,Italian,Humanities,32,1919,1994,75,1919.9815464942815,0.8
1971,Political Science,Social Sciences,81,1903,2011,108,1903.99,0.8
1997,Italian Studies,Humanities,30,1995,2011,16,1995.99,0.8
1946,Journalism,Professional,9,1940,2011,71,1940.99,0.8
1990,Political Science,Social Sciences,168,1903,2011,108,1903.99,0.8
1993,Political Science,Social Sciences,102,1903,2011,108,1903.99,0.8
1997,Politics,Social Sciences,40,1987,1997,10,1987.9830382894083,0.1
1933,Jurisprudence,Professional,52,1900,1949,49,1900.9591695673794,0.8
1942,Psychology,Social Sciences,43,1922,2011,89,1922.99,0.8
1997,Landscape Architecture and Environmental Planning,Professional,54,1997,2011,14,1997.99,1
1999,Landscape Architecture and Environmental Planning,Professional,58,1997,2011,14,1997.99,0.8
1978,Psychology,Social Sciences,83,1922,2011,89,1922.99,0.8
1983,Psychology,Social Sciences,90,1922,2011,89,1922.99,0.8
1915,Latin,Humanities,36,1900,1936,36,1900.95270512183,0.8
1922,Latin,Humanities,20,1900,1936,36,1900.95270512183,0.8
1986,Law,Professional,29,1949,2011,62,1949.99,0.8
1938,Librarianship,Professional,23,1926,1978,52,1926.9735902536052,0.8
1977,Linguistics,Social Sciences,32,1901,2011,110,1901.99,0.8
1988,Linguistics,Social Sciences,43,1901,2011,110,1901.99,0.8
1999,Public Policy,Social Sciences,46,1971,2011,40,1971.99,0.8
1979,Logic and the Methodology of Science,Social Sciences,5,1966,2011,45,1966.99,0.8
1997,Mass Communications,Professional,8,1997,2007,10,1997.988010939831,1
2007,Mass Communications,Professional,14,1997,2007,10,1997.988010939831,0.1
1974,Material Science and Engineering,Engineering,59,1971,2011,40,1971.99,0.8
1994,Romance Philology,Humanities,3,1924,1997,73,1924.9830382894083,0.4
1915,Mathematics,Natural Sciences,34,1900,2011,111,1900.99,0.8
1966,Scandinavian,Humanities,33,1951,2011,60,1951.99,0.8
1955,Mathematics,Natural Sciences,52,1900,2011,111,1900.99,0.8
2011,Scandinavian,Humanities,47,1951,2011,60,1951.99,0.8
2007,Mathematics,Natural Sciences,76,1900,2011,111,1900.99,0.8
1911,Mechanical and Electrical Engineering,Engineering,19,1901,1930,29,1901.9497215315764,0.8
1916,Mechanical and Electrical Engineering,Engineering,37,1901,1930,29,1901.9497215315764,0.8
1938,Mechanical Engineering,Engineering,34,1900,2011,111,1900.99,0.8
1929,Social Institutions,Social Sciences,4,1920,1945,25,1920.9571805072103,0.8
1939,Social Welfare,Professional,12,1939,2011,72,1939.99,1
1969,Medical Physics,Professional,20,1964,1978,14,1964.9735902536052,0.8
1976,Medical Physics,Professional,27,1964,1978,14,1964.9735902536052,0.3
1987,Sociology,Social Sciences,3,1950,2011,61,1950.99,0.8
1914,Mining and Metallurgy,Engineering,21,1900,1946,46,1900.9576777722525,0.8
1951,Music,Humanities,68,1906,2011,105,1906.99,0.8
1955,Music,Humanities,79,1906,2011,105,1906.99,0.8
1961,Physics,Natural Sciences,40,1900,2011,111,1900.99,0.8
1997,Music,Humanities,40,1906,2011,105,1906.99,0.8
1976,Naval Architecture,Professional,16,1961,1980,19,1961.9745847836898,0.5
1965,Near Eastern Languages,Humanities,57,1946,1971,25,1946.9701093983092,0.8
1926,Zoology,Natural Sciences,2,1900,1988,88,1900.978562904028,0.8
1952,Zoology,Natural Sciences,59,1900,1988,88,1900.978562904028,0.8
2007,Near Eastern Studies,Humanities,6,1973,2011,38,1973.99,0.8
1984,Zoology,Natural Sciences,56,1900,1988,88,1900.978562904028,0.5
1943,Political Science,Social Sciences,36,1903,2011,108,1903.99,0.8
1957,Nutrition and Home Economics,Professional,48,1957,1961,4,1957.9651367478866,1
1948,Optometry,Professional,18,1929,2011,82,1929.99,0.8
1973,Optometry,Professional,46,1929,2011,82,1929.99,0.8
1978,Political Science,Social Sciences,79,1903,2011,108,1903.99,0.8
1903,Oriental Languages,Humanities,7,1901,1991,90,1901.9800546991546,0.8
1934,Oriental Languages,Humanities,18,1901,1991,90,1901.9800546991546,0.8
1937,Oriental Languages,Humanities,20,1901,1991,90,1901.9800546991546,0.8
1943,Oriental Languages,Humanities,12,1901,1991,90,1901.9800546991546,0.8
1954,Paleontology,Natural Sciences,26,1910,1988,78,1910.978562904028,0.8
1965,Paleontology,Natural Sciences,19,1910,1988,78,1910.978562904028,0.8
1938,Psychology,Social Sciences,34,1922,2011,89,1922.99,0.8
1909,Physical Culture,Education,10,1900,1913,13,1900.9412680258579,0.5
1953,Physical Education,Education,41,1943,2011,68,1943.99,0.8
1933,Physical Education for Women,Education,15,1914,1942,28,1914.9556887120837,0.8
1910,Physics,Natural Sciences,7,1900,2011,111,1900.99,0.8
2001,Public Health,Professional,174,1937,2011,74,1937.99,0.8
1980,Physics,Natural Sciences,50,1900,2011,111,1900.99,0.8
1981,Physics,Natural Sciences,40,1900,2011,111,1900.99,0.8
1987,Physiology Anatomy,Natural Sciences,55,1965,1991,26,1965.9800546991546,0.5
2001,Planning,Professional,89,1976,2011,35,1976.99,0.8
1904,Zoology,Natural Sciences,8,1900,1988,88,1900.978562904028,0.8
1967,Plant Pathology,Natural Sciences,15,1951,1993,42,1951.9810492292393,0.8
1993,Political Economy of Industrial Societies,Social Sciences,13,1976,2007,31,1976.988010939831,0.8
2001,Political Economy of Industrial Societies,Social Sciences,10,1976,2007,31,1976.988010939831,0.8
1924,Political Science,Social Sciences,39,1903,2011,108,1903.99,0.8
1929,Political Science,Social Sciences,36,1903,2011,108,1903.99,0.8
